"id","submitdate","lastpage","startlanguage","D0Q1[SQ001]","D0Q1[SQ004]","D0Q1[SQ005]","D0Q1[SQ006]","D0Q1[SQ007]","D0Q1[SQ008]","D0Q1[SQ009]","D0Q1[SQ010]","D0Q1[SQ003]","D0Q1[SQ014]","D0Q1[SQ002]","D0Q1[SQ011]","D0Q1[SQ012]","D0Q1[SQ013]","D0Q2[0]","D0Q2[1]","D0Q2[2]","D0Q2[3]","D0Q2[4]","D0Q2[5]","D0Q2[6]","D0Q2[7]","D0Q2[8]","D0Q22[9]","D0Q22[10]","D0Q22[11]","D0Q22[12]","D0Q22[13]","D0Q22[14]","D0Q22[15]","D0Q3","D0Q4","D0Q5[1]","D0Q5[2]","D0Q5[3]","D0Q5[4]","D0Q5[5]","D0Q5[6]","D0Q5[7]","D0Q5[8]","D0Q5[9]","D0Q5F[1]","D0Q5F[2]","D0Q5F[3]","D0Q5F[4]","D0Q5F[5]","D0Q5F[6]","D0Q5F[7]","D1Q7","D1Q8","D2Q10","D2Q12","D2Q12[comment]","D0Q13","D0Q13[comment]","D1Q14[1]","D1Q14[2]","D1Q14[3]","D1Q14[4]","D1Q14[5]","D1Q14[6]","D1Q14[7]","D1Q14[other]","D3Q15","D3Q16","D2Q25","D2Q26","D5Q27","D3Q17","D4Q18","D5Q19","D5Q19[comment]","D1Q20","D5Q21","D5Q22[1]","D5Q22[2]","D5Q22[3]","D5Q22[4]","D5Q22[5]","D5Q22[6]","D5Q22[7]","D5Q22[8]","D5Q22[9]","D5Q22[10]","D5Q22[11]","D5Q22[other]","D2Q23","D3Q24","D4Q28","D4Q9[1]","D4Q9[2]","D4Q9[3]","D4Q9[4]","D4Q9[5]","D4Q9[6]","D4Q9[7]","D4Q9[8]","D4Q9[9]","D4Q9[10]","D4Q9[11]","D4Q9[12]","D4Q9[13]","D4Q9[14]","D4Q9[other]","D2Q6","D2Q6[comment]","D2Q11[1]","D2Q11[2]","D2Q11[3]","D2Q11[4]","D2Q11[5]","D2Q11[6]","D4Q29","Demo1","Demo2","Demo3","Demo3[other]","Demo4","Demo4[other]","Demo5","Demo6","Demo7","Other1","interviewtime","groupTime765","D0Q1Time","D0Q2Time","D0Q22Time","D0Q3Time","D0Q4Time","D0Q5Time","D0Q5FTime","groupTime766","D1Q7Time","D1Q8Time","D2Q10Time","D2Q12Time","D0Q13Time","groupTime768","D1Q14Time","D3Q15Time","D3Q16Time","D2Q25Time","D2Q26Time","D5Q27Time","groupTime769","D3Q17Time","D4Q18Time","D5Q19Time","D1Q20Time","D5Q21Time","D5Q22Time","D2Q23Time","D3Q24Time","groupTime771","D4Q28Time","D4Q9Time","D2Q6Time","D2Q11Time","D4Q29Time","groupTime772","Demo1Time","Demo2Time","Demo3Time","Demo4Time","Demo5Time","Demo6Time","Demo7Time","Other1Time"
"635","1980-01-01 00:00:00","6","de","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","3","1","1","2","3","1","2","1","1","1","1","2","2","1","1","1","1","","3","1","Nutze ich nicht","1","3","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Weiß nicht","2","Ja","Ecosia
Bing
","Ja","teilweise ""umfassender"" als andere Suchmaschinen...
","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","","","","Nein","Weiß nicht","","","Weiß nicht","Nein","Ja","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","","1","2","1","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","suckerberg kauft whatsapp","2","4","3","4","1","2","1","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","578.46","159.51","","","","","","","","107.04","","","","","","39.8","","","","","","","80","","","","","","","","","142.82","","","","","","49.29","","","","","","","",""
"637","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","1","4","1","4","3","1","3","2","2","2","1","1","3","1","","4","3","4","Nutze ich nicht","4","4","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","2","2","2","3","3","1","Ja","Ja","1","Weiß nicht","","","","Ja","Ja","Ja","Nein","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Ja","Weiß nicht","Nein","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","3","2","2","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","2","2","2","1","4","2","3","weiblich","20.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Ja","","510.77","183.61","","","","","","","","39.03","","","","","","37.44","","","","","","","98.14","","","","","","","","","104.25","","","","","","48.3","","","","","","","",""
"638","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","5","5","4","1","2","1","4","2","1","1","1","2","3","2","1","2","2","eine email adresse für Benutzerkonten, die regelmäßig newsletter versenden","5","5","3","Nutze ich nicht","1","3","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","2","1","Nutze ich nicht","Ja","Ja","1","Ja","","Ja","","Ja","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","3","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Nein","","Nein","","2","1","2","1","3","1","4","weiblich","27.0000000000","Bachelor/Master/Diplom","","Student/-in","","2","1","Nein","","394.86","183.56","","","","","","","","32.72","","","","","","24.26","","","","","","","46.76","","","","","","","","","77.24","","","","","","30.32","","","","","","","",""
"639","1980-01-01 00:00:00","6","de","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","1","1","4","1","3","1","1","1","1","2","2","2","1","1","0","","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","1","1","Nutze ich nicht","Nutze ich nicht","Ja","Weiß nicht","1","Ja","bing yahoo (wolfram-alpha)","Ja","vermeintlich beste Suchmaschine","Ja","Ja","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","2","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","4","2","3","2","4","3","3","männlich","25.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","555.18","147.65","","","","","","","","116.4","","","","","","34.17","","","","","","","78.95","","","","","","","","","117.93","","","","","","60.08","","","","","","","",""
"640","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","5","5","5","1","2","1","3","1","1","1","1","2","2","2","1","3","1","","5","5","5","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","3","Ja","","Ja","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","3","3","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","1","2","1","3","5","4","3","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","","408.74","139.61","","","","","","","","44.06","","","","","","38.66","","","","","","","66.87","","","","","","","","","73.71","","","","","","45.83","","","","","","","",""
"641","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","1","1","3","1","5","1","1","1","1","1","1","3","1","1","0","","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","3","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","yahoo, bing","Ja","beste ergebnisse","Nein","Ja","Ja","Nein","Nein","Nein","Nein","","Nein","","","","","Nein","Nein","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","","2","2","2","2","5","5","2","männlich","28.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","239.99","81.24","","","","","","","","37.16","","","","","","18.61","","","","","","","34.81","","","","","","","","","46.57","","","","","","21.6","","","","","","","",""
"642","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","2","4","1","3","1","1","1","5","1","1","1","1","3","1","","4","5","3","1","3","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","5","3","1","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","1","Ja","DuckDuck Go","Ja","übersichtlicher, bzw. man hat sich daran gewöhnt","Ja","Ja","Ja","Ja","Ja","Ja","Nein","jeder der zahlt","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Ja","","2","2","1","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","","Nein","","3","1","3","2","4","4","3","männlich","25.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","3","Nein","","354.08","124.64","","","","","","","","49.15","","","","","","26.22","","","","","","","43.1","","","","","","","","","84.79","","","","","","26.18","","","","","","","",""
"644","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","1","5","5","1","2","1","1","2","1","1","3","1","1","1","1","","5","3","Nutze ich nicht","4","5","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Weiß nicht","Weiß nicht","2","Ja","ask
yahoo
bing","Ja","gängige Suchmaschine, ""mainstream""","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","1","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","1","1","1","1","3","3","4","weiblich","19.0000000000","Abitur/Fachabitur","","Sonstiges","angehende Studentin","1","1","Nein","","482.76","145.11","","","","","","","","100.13","","","","","","37.77","","","","","","","47.15","","","","","","","","","82","","","","","","70.6","","","","","","","",""
"645","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","4","5","5","4","5","1","4","4","1","4","5","1","1","3","1","","5","5","5","5","5","5","5","Nutze ich nicht","4","5","Nutze ich nicht","3","5","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","4","Ja","bing","Ja","besser","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","Weiß nicht","","","Nein","Ja","","","Ja","Nein","Nein","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","3","3","2","Nein","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Ja","nsa","1","1","1","3","3","2","2","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","5","4","Nein","","385.92","130.18","","","","","","","","54.96","","","","","","33.48","","","","","","","39.3","","","","","","","","","92.75","","","","","","35.25","","","","","","","",""
"646","1980-01-01 00:00:00","6","de","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","3","1","5","1","1","2","2","2","1","2","1","1","1","","5","5","5","5","3","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","3","3","3","3","Nutze ich nicht","Nutze ich nicht","Ja","Weiß nicht","1","Ja","yahoo","Ja","einfache bzw. bekannte handhabung","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","3","3","1","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Ja","gehackter Mail-Account eines Bekannten","2","1","3","3","5","3","3","weiblich","30.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","3","Nein","","510.61","176.4","","","","","","","","115.7","","","","","","37.17","","","","","","","48.8","","","","","","","","","93.39","","","","","","39.15","","","","","","","",""
"648","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","1","1","5","1","4","1","1","1","1","1","2","2","1","1","1","","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","3","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","keyboardr
bing
yahoo","Ja","Schneller, bessere Ergebnisse","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","1","1","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","5","2","4","1","4","5","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","5","5","Nein","","424.36","108.26","","","","","","","","55.02","","","","","","67.29","","","","","","","42.53","","","","","","","","","112.25","","","","","","39.01","","","","","","","",""
"649","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Ja","4","1","5","1","3","1","4","4","1","1","5","2","2","2","1","1","1","","5","Nutze ich nicht","5","Nutze ich nicht","3","5","2","3","Nutze ich nicht","Nutze ich nicht","4","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Weiß nicht","","","","Ja","Ja","Ja","Ja","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","","3","3","2","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","3","1","3","3","4","3","3","weiblich","28.0000000000","Bachelor/Master/Diplom","","Berufstätig","","2","2","Nein","","550.77","243.07","","","","","","","","66.52","","","","","","33.39","","","","","","","55.51","","","","","","","","","90.75","","","","","","61.53","","","","","","","",""
"651","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","5","3","1","4","1","1","1","4","3","2","1","4","3","1","","5","1","5","5","2","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","3","1","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","2","Ja","yahoo, gmx, bing","Ja","""beste"" Ergebnisse, Integration in Chrome & Android","Nein","Nein","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","3","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Nein","Ja","Nein","Ja","Ja","Nein","","Ja","NSA-Skandal","3","2","3","2","3","4","4","männlich","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","3","Ja","","342.36","121.59","","","","","","","","55.87","","","","","","24.13","","","","","","","45.29","","","","","","","","","68.75","","","","","","26.73","","","","","","","",""
"652","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","1","2","1","2","1","2","1","1","1","1","1","1","1","1","1","0","","5","Nutze ich nicht","1","Nutze ich nicht","2","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","yahoo
bing
fireball","Ja","Meist gute Ergebnisse
Suchfilter sind OK
Mittlerweilen quasi-Standard
","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","Datensammlung von privaten WLAN-Netzen im Rahmen von Google StreetView
Streetview im Allgemeinen
Datensammlung für Personalisierte Werbung
Notwendigkeit eines G+ Accounts um einige Android-Funktionen nutzen zu können","1","1","1","1","3","2","3","männlich","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","3","Nein","","619.29","114.69","","","","","","","","137.23","","","","","","42.75","","","","","","","66.89","","","","","","","","","212.35","","","","","","45.38","","","","","","","",""
"653","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","5","4","1","3","1","1","1","1","1","2","1","1","3","2","Ein Account wird speziell für Youtube genutzt, der andere für Android.","5","Nutze ich nicht","5","4","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","1","Ja","Bing, DuckToGo, Yahoo","Ja","Google liefert die besten Suchergebnisse und ist sehr übersichtlich.","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Ja","Die Suchergebnisse sind sehr gut auf das eigene Profil angepasst, dennoch fühle ich meine Privatsphäre verletzt.","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","2","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Ja","Ja","Nein","","Ja","Einerseits gibt es natürlich immer wieder Berichte in den Medien über den mangelnden Schutz der Privatsphäre. Andererseits ist es erschreckend zu sehen, wie man bei der Google-Suche ""maßgeschneiderte"" Werbung vorgeschlagen bekommt.","3","1","2","1","4","2","5","männlich","19.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","Ich hoffe ich konnte mit der Bearbeitung der Umfrage weiterhelfen und würde mich darüber freuen, wenn über den Mailverteiler der Uni Erlangen ein Link zu den Forschungsergebnissen versendet werden würde.","745.25","201.53","","","","","","","","95.53","","","","","","84.32","","","","","","","52.19","","","","","","","","","180.45","","","","","","131.23","","","","","","","",""
"654","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","2","4","1","3","1","1","1","1","3","3","2","1","1","1","","4","Nutze ich nicht","3","1","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","1","4","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo
bing
fireball
ask.com
duckduckgo
baido","Ja","beste ergebnisse","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","5","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Ja","","Nein","","1","1","1","1","1","1","5","männlich","20.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","656.61","157.82","","","","","","","","141.59","","","","","","55.9","","","","","","","63.61","","","","","","","","","117.13","","","","","","120.56","","","","","","","",""
"656","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","1","4","1","4","1","3","1","1","1","1","1","2","1","1","3","1","","2","Nutze ich nicht","2","Nutze ich nicht","5","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","1","Ja","z.B. ixquick","Ja","Google ist besser strukturiert. Dadurch kann man Sachen schneller finden.","Ja","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","3","Ja","Ja","Nein","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","2","1","1","1","4","3","4","weiblich","18.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","","1508.77","380.62","","","","","","","","299.47","","","","","","138.16","","","","","","","369.64","","","","","","","","","185.46","","","","","","135.42","","","","","","","",""
"657","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","4","5","5","1","2","1","1","2","1","2","3","1","1","4","2","Mehrere Mailaccounts (privat und anonym)","5","4","4","3","4","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","1","2","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","4","Ja","Bing
Baidu
Yahoo
Duckduckgo
Blinde-Kuh (:P)","Ja","Beste personalisierte Suchergebnisse","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","Bessere Suchergebnisse","","","","Ja","","Nein","Ich bin anonym wenn ich es will und ich will dass mich Google kennt wenn Ich nicht anonym sein muss (meistens).","Weiß nicht","Nein","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","4","4","3","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","NSA ist auch auf der Leitung, nicht nur bei Google. Zählt also nicht nur im Bezug auf Google.","2","1","1","2","3","1","3","N/A","20.0000000000","Abitur/Fachabitur","","Student/-in","","5","5","Nein","Endlich mal eine anständige Umfrage.","805.51","293.95","","","","","","","","100.26","","","","","","55.79","","","","","","","145.77","","","","","","","","","150.95","","","","","","58.79","","","","","","","",""
"658","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","1","5","1","4","1","1","1","1","2","3","1","1","1","2","Einen Trashaccount für Apps aus dem Playstore.","5","Nutze ich nicht","2","Nutze ich nicht","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","Bing, DuckDuckGo","Ja","Google ist schnell, schlichtes layout, man findet alles.","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Nein","","2","1","2","2","2","2","2","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","5","5","Nein","","356.63","146.5","","","","","","","","53.68","","","","","","28.58","","","","","","","36.52","","","","","","","","","67.05","","","","","","24.3","","","","","","","",""
"659","1980-01-01 00:00:00","6","de","Ja","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","1","5","1","5","1","1","1","1","1","3","1","1","3","2","Weiß ich nicht. ","5","Nutze ich nicht","5","Nutze ich nicht","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Nein","","","","Nein","Nein","Ja","Ja","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","2","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Ja","NSA","3","1","1","1","2","1","4","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","","328.74","161.11","","","","","","","","24.42","","","","","","21.12","","","","","","","32.48","","","","","","","","","62.97","","","","","","26.64","","","","","","","",""
